"state_no_vec","z","z_true","pr_post"
"2756 2757 2856 2857 2858 2859 2956 2957 3057 3157 3256 3257 3356 3456 3457 3538 3557 3641 3657 3757 3758 3836 3858 3947 3958 4058 4157 4257 4357 4358 4445 4446 4452 4453 4456 4457 4458 4543 4545 4546 4548 4558 4639 4640 4641 4642 4643 4644 4646 4647 4657 4658 4737 4738 4742 4743 4747 4750 4757 4758 4841 4847 4848 4939 4940 4941 4942 4947 5040 5047 5147 5447 5756 6475 6567 6656 6657 6667 6668 6742 6767 6768 6866 6867 6868 6957 6967 6968 6969 7059","62 13","3057","0.04 0.05 0.05 0.25 0.04 0.06 0.10 0.02 0.05 0.02 0.02 0.03 0.02 0.01 0.01 0.00 0.03 0.00 0.01 0.00 0.01 0.00 0.01 0.00 0.01 0.02 0.00 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2856 2857 2858 2859 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3457 3537 3556 3557 3657 3670 3757 3758 3858 3943 3958 4058 4157 4257 4347 4357 4358 4445 4446 4448 4452 4453 4456 4457 4458 4546 4557 4646 4647 4657 4658 4747 4757 4758 4843 4847 4941 4947 5047 6767 6867 6967","56 26","3057","0.01 0.03 0.08 0.46 0.15 0.11 0.03 0.01 0.00 0.00 0.00 0.01 0.05 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2956 2957 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3757 3758 3858 3958 4058 4357 4358 4843 6767 6867 6967","61 25","3057","0.00 0.01 0.00 0.00 0.06 0.28 0.22 0.34 0.01 0.01 0.00 0.00 0.00 0.03 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3356 3357 3456 3537 3538 3557 3657 3758 3958 4843 6767 6867","59 31","3057","0.00 0.01 0.00 0.00 0.06 0.23 0.16 0.44 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.03 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3356 3357 3456 3537 3538 3557 3657 3757 3758 3858 3958 4058 4358 4843 6767 6867","55 24","3057","0.01 0.01 0.00 0.00 0.07 0.22 0.14 0.48 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3657 3758 3958 4358 4843 6767 6867","55 29","3057","0.00 0.01 0.00 0.00 0.09 0.25 0.12 0.34 0.00 0.04 0.01 0.00 0.00 0.02 0.03 0.00 0.01 0.01 0.01 0.00 0.02 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4358 4843 6767 6867 6967","40 6","3057","0.01 0.01 0.00 0.09 0.27 0.14 0.35 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.03 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2941 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3657 3758 3858 3958 4058 4257 4357 4358 4843 6767 6867 6967","53 27","3057","0.01 0.01 0.00 0.00 0.13 0.28 0.11 0.23 0.00 0.00 0.04 0.01 0.00 0.00 0.02 0.04 0.00 0.01 0.02 0.02 0.00 0.03 0.01 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2856 2857 2858 2859 2860 2956 2957 2958 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4257 4357 4358 4843 6767 6867 6967","44 19","3057","0.01 0.01 0.13 0.26 0.09 0.13 0.00 0.05 0.01 0.00 0.01 0.01 0.00 0.02 0.04 0.01 0.01 0.03 0.02 0.00 0.05 0.01 0.02 0.00 0.00 0.05 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2840 2856 2857 2858 2859 2941 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4657 4843 6767 6867 6967","57 30","3057","0.01 0.01 0.00 0.10 0.28 0.09 0.12 0.00 0.06 0.02 0.00 0.00 0.00 0.02 0.09 0.00 0.03 0.02 0.03 0.00 0.03 0.01 0.01 0.00 0.00 0.03 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2856 2857 2858 2859 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4557 4657 4843 6767 6867 6967","50 25","3057","0.01 0.01 0.12 0.27 0.07 0.07 0.05 0.01 0.01 0.02 0.00 0.02 0.10 0.00 0.02 0.03 0.03 0.00 0.04 0.01 0.02 0.00 0.00 0.04 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2840 2856 2857 2858 2859 2941 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4657 4843 6767 6867 6967","47 28","3057","0.01 0.01 0.01 0.09 0.18 0.05 0.04 0.05 0.04 0.01 0.04 0.03 0.00 0.02 0.08 0.00 0.01 0.03 0.02 0.00 0.05 0.01 0.03 0.00 0.01 0.05 0.01 0.01 0.02 0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2832 2835 2840 2856 2857 2858 2859 2941 2956 2957 3050 3051 3056 3057 3156 3157 3256 3257 3356 3357 3456 3457 3537 3556 3557 3657 3670 3757 3758 3858 3943 3958 4058 4157 4257 4357 4358 4456 4457 4458 4557 4657 4658 4757 4758 4843 6767 6867 6967","57 28","3057","0.02 0.02 0.00 0.00 0.00 0.11 0.37 0.10 0.08 0.00 0.05 0.02 0.00 0.00 0.01 0.12 0.00 0.01 0.01 0.02 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2856 2857 2858 2859 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4657 4843 6767 6867 6967","67 56","3057","0.00 0.00 0.04 0.12 0.06 0.07 0.01 0.01 0.00 0.00 0.00 0.01 0.06 0.00 0.01 0.01 0.02 0.00 0.03 0.01 0.02 0.00 0.00 0.05 0.01 0.01 0.04 0.02 0.03 0.02 0.01 0.02 0.03 0.07 0.01 0.03 0.04 0.00 0.07 0.05 0.02"
"2756 2757 2856 2857 2858 2859 2941 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3457 3537 3556 3557 3657 3670 3757 3758 3858 3943 3958 4058 4157 4257 4357 4358 4446 4456 4457 4458 4546 4557 4558 4657 4658 4747 4757 4758 4843 4941 4947 5047 6668 6742 6767 6768 6867 6868 6967 6968","59 17","3057","0.02 0.02 0.09 0.27 0.12 0.23 0.00 0.04 0.02 0.00 0.00 0.00 0.01 0.08 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2941 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4458 4657 4757 4843 6767 6867 6967","61 37","3057","0.00 0.01 0.00 0.00 0.06 0.22 0.11 0.27 0.00 0.00 0.03 0.01 0.00 0.00 0.00 0.01 0.10 0.00 0.02 0.02 0.02 0.00 0.02 0.01 0.01 0.00 0.00 0.03 0.00 0.00 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2856 2857 2858 2859 2860 2956 2957 2958 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3457 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4557 4657 4757 4843 6767 6867","48 19","3057","0.02 0.01 0.00 0.11 0.30 0.11 0.22 0.00 0.03 0.02 0.00 0.00 0.01 0.00 0.01 0.09 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2840 2856 2857 2858 2859 2860 2941 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3757 3758 3858 3958 4058 4357 4358 4458 4657 4843 6767 6867 6967","60 34","3057","0.00 0.01 0.00 0.00 0.07 0.25 0.13 0.28 0.00 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.10 0.00 0.01 0.01 0.02 0.00 0.02 0.01 0.01 0.00 0.02 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4458 4657 4843 6767 6867","57 27","3057","0.01 0.01 0.00 0.08 0.33 0.15 0.28 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.08 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3758 3858 3958 4058 4358 4843 6767 6867","50 28","2957","0.01 0.01 0.00 0.00 0.13 0.27 0.11 0.17 0.00 0.03 0.01 0.00 0.01 0.01 0.02 0.08 0.00 0.01 0.02 0.02 0.00 0.04 0.01 0.02 0.00 0.02 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2856 2857 2858 2859 2860 2941 2956 2957 3050 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3757 3758 3858 3958 4058 4257 4357 4358 4458 4657 4843 6767 6867 6967","62 33","2957","0.01 0.01 0.06 0.24 0.15 0.34 0.00 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.06 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.02 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3556 3557 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4657 4843 6767 6867","49 20","2957","0.01 0.01 0.00 0.00 0.10 0.31 0.13 0.28 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.06 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2941 2956 2957 2958 3051 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3757 3758 3858 3958 4058 4358 4843 6767 6867 6967","48 14","2859","0.01 0.01 0.00 0.00 0.10 0.31 0.15 0.29 0.00 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.04 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2941 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3557 3657 3758 3858 3958 4058 4358 4843 6767 6867 6967","58 27","2859","0.00 0.01 0.00 0.00 0.04 0.19 0.16 0.54 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2835 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3356 3357 3456 3537 3538 3557 3657 3758 3858 3958 6767 6867","59 28","2859","0.00 0.00 0.00 0.00 0.00 0.02 0.10 0.12 0.72 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 3758 4035 4840 6867","53 34","2859","0.00 0.00 0.00 0.00 0.00 0.04 0.12 0.11 0.59 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.01 0.01 0.01 0.02 0.01 0.00 0.00 0.02 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2760 2835 2856 2857 2858 2859 2860 2956 2957 2958 3050 3051 3056 3057 3137 3154 3157 3256 3257 3356 3357 3456 3537 3538 3556 3557 3637 3657 3757 3758 3858 3958 4035 4058 4157 4257 4357 4358 4458 4840 6867","53 27","2859","0.01 0.01 0.00 0.00 0.00 0.00 0.07 0.19 0.11 0.45 0.00 0.03 0.01 0.00 0.00 0.00 0.01 0.03 0.00 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2840 2856 2857 2858 2859 2860 2941 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3637 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4458 4657 4843 6767 6867 6967","53 17","2859","0.01 0.01 0.00 0.00 0.06 0.20 0.12 0.52 0.00 0.00 0.02 0.01 0.00 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3657 3758 3858 3958 4058 4358 4843 6767 6867","56 22","2859","0.00 0.01 0.00 0.00 0.04 0.19 0.14 0.57 0.01 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3137 3156 3157 3256 3257 3356 3357 3456 3537 3538 3557 3758 3958 6767 6867","57 26","2859","0.00 0.01 0.00 0.00 0.02 0.13 0.14 0.66 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3157 3256 3257 3356 3357 3456 3537 3538 3557 3758 6767 6867","70 41","2859","0.00 0.00 0.00 0.00 0.01 0.07 0.10 0.79 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
