"state_no_vec","z","z_true","pr_post"
"816 918 968 1018 1069 1119 1120 1121 1166 1167 1168 1169 1170 1171 1172 1177 1216 1217 1219 1220 1266 1267 1270","18 25","1168","0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.07 0.14 0.33 0.14 0.00 0.00 0.00 0.01 0.01 0.04 0.04 0.01 0.02 0.17"
"968 1069 1117 1119 1120 1121 1166 1167 1168 1169 1170 1171 1172 1177 1216 1217 1218 1219 1220 1266 1267 1268 1269 1270 1313","17 22","1168","0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.17 0.32 0.35 0.07 0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00"
"1117 1119 1120 1166 1167 1168 1169 1170 1171 1172 1177 1216 1217 1218 1219 1220 1266 1267 1268 1270 1313","18 22","1167","0.00 0.01 0.00 0.01 0.18 0.36 0.38 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"1117 1119 1120 1166 1167 1168 1169 1170 1172 1216 1217 1218 1219 1266 1267 1270 1313","16 22","1166","0.03 0.01 0.00 0.20 0.57 0.13 0.04 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00"
"1115 1117 1119 1120 1166 1167 1168 1169 1170 1216 1217 1218 1266 1267 1270","15 24","1266","0.00 0.00 0.00 0.00 0.03 0.06 0.01 0.00 0.00 0.35 0.08 0.00 0.43 0.04 0.00"
"1117 1166 1167 1168 1169 1170 1216 1217 1218 1219 1220 1266 1267 1268 1270 1316 1317 1318 1367","16 25","1266","0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.02 0.00 0.00 0.00 0.72 0.12 0.00 0.00 0.08 0.00 0.00 0.00"
"1115 1165 1166 1167 1169 1216 1217 1218 1219 1220 1266 1267 1268 1270 1316 1317 1318 1366 1367 1417 1534 1622 1783","14 24","1266","0.00 0.00 0.00 0.00 0.00 0.02 0.01 0.00 0.00 0.00 0.70 0.18 0.01 0.00 0.06 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00"
"1115 1165 1167 1169 1216 1217 1218 1219 1220 1266 1267 1268 1269 1270 1316 1317 1318 1366 1367 1368 1534 1622 1783","19 25","1318","0.00 0.00 0.00 0.00 0.02 0.01 0.01 0.00 0.00 0.39 0.40 0.04 0.00 0.06 0.02 0.01 0.03 0.00 0.00 0.00 0.00 0.00 0.00"
"778 1019 1167 1168 1169 1216 1217 1218 1219 1220 1266 1267 1268 1269 1270 1316 1317 1318 1366 1367 1368 1418 1622","22 33","1622","0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.05 0.01 0.00 0.17 0.00 0.00 0.01 0.00 0.00 0.01 0.00 0.69"
"1169 1219 1220 1266 1267 1268 1269 1270 1316 1318 1367 1368 1418 1421 1622 1672","20 29","1672","0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.06 0.87 0.05"
"1267 1270 1321 1368 1371 1421 1622 1672 1675","24 32","1675","0.00 0.00 0.00 0.00 0.00 0.01 0.07 0.00 0.92"
"1421 1622 1672 1676","25 33","1676","0.00 0.00 0.00 1.00"
"1421 1676 1726","25 33","1726","0.00 0.01 0.99"
"1676","26 33","1676","1.00"
"1421 1676 1726","24 32","1726","0.00 0.00 0.99"
"1676","26 33","1676","0.99"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 35","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","27 35","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","24 32","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","24 32","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","27 35","1726","0.00 0.01 0.99"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.03 0.97"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.01 0.99"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","27 35","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","24 32","1726","0.00 0.00 0.99"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","27 35","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","26 34","1726","0.00 0.00 1.00"
"1676","26 33","1676","1.00"
"1421 1676 1726","25 33","1726","0.00 0.02 0.98"
